,Modem,Modem,Power_factor_L3,Power_factor_L2,Power_factor_L1,kVA_L3_0-Pmax,kVA_L2_0-Pmax,kVA_L1_0-Pmax,kvar_L3_,kvar_L2_,kvar_L1_,kW_L3_,kW_L2_,kW_L1_,I3_Current_0-Imax,I2_Current_0-Imax,I1_Current_0-Imax,V3/V31_Voltage_0-Vmax,V2/V23_Voltage_0-Vmax,V1/V12_Voltage_0-Vmax,Harmonic_H40,Harmonic_H39,Harmonic_H38,Harmonic_H37,Harmonic_H36,Harmonic_H35,Harmonic_H34,Harmonic_H33,Harmonic_H32,Harmonic_H31,Harmonic_H30,Harmonic_H29,Harmonic_H28,Harmonic_H27,Harmonic_H26,Harmonic_H25,Harmonic_H24,Harmonic_H23,Harmonic_H22,Harmonic_H21,Harmonic_H20,Harmonic_H19,Harmonic_H18,Harmonic_H17,Harmonic_H16,Harmonic_H15,Harmonic_H14,Harmonic_H13,Harmonic_H12,Harmonic_H11,Harmonic_H10,Harmonic_H09,Harmonic_H08,Harmonic_H07,Harmonic_H06,Harmonic_H05,Harmonic_H04,Harmonic_H03,Harmonic_H02,Harmonic_H01,Harmonic_H40,Harmonic_H39,Harmonic_H38,Harmonic_H37,Harmonic_H36,Harmonic_H35,Harmonic_H34,Harmonic_H33,Harmonic_H32,Harmonic_H31,Harmonic_H30,Harmonic_H29,Harmonic_H28,Harmonic_H27,Harmonic_H26,Harmonic_H25,Harmonic_H24,Harmonic_H23,Harmonic_H22,Harmonic_H21,Harmonic_H20,Harmonic_H19,Harmonic_H18,Harmonic_H17,Harmonic_H16,Harmonic_H15,Harmonic_H14,Harmonic_H13,Harmonic_H12,Harmonic_H11,Harmonic_H10,Harmonic_H09,Harmonic_H08,Harmonic_H07,Harmonic_H06,Harmonic_H05,Harmonic_H04,Harmonic_H03,Harmonic_H02,Harmonic_H01,Harmonic_H40 I1,Harmonic_H39 I1,Harmonic_H38 I1,Harmonic_H37 I1,Harmonic_H36 I1,Harmonic_H35 I1,Harmonic_H34 I1,Harmonic_H33 I1,Harmonic_H32 I1,Harmonic_H31 I1,Harmonic_H30 I1,Harmonic_H29 I1,Harmonic_H28 I1,Harmonic_H27 I1,Harmonic_H26 I1,Harmonic_H25 I1,Harmonic_H24 I1,Harmonic_H23 I1,Harmonic_H22 I1,Harmonic_H21 I1,Harmonic_H20 I1,Harmonic_H19 I1,Harmonic_H18 I1,Harmonic_H17 I1,Harmonic_H16 I1,Harmonic_H15 I1,Harmonic_H14 I1,Harmonic_H13 I1,Harmonic_H12 I1,Harmonic_H11 I1,Harmonic_H10 I1,Harmonic_H09 I1,Harmonic_H08 I1,Harmonic_H07 I1,Harmonic_H06 I1,Harmonic_H05 I1,Harmonic_H04 I1,Harmonic_H03 I1,Harmonic_H02 I1,Harmonic_H01 I1,Harmonic_H40 V3/V31 ,Harmonic_H39 V3/V31 ,Harmonic_H38 V3/V31 ,Harmonic_H37 V3/V31 ,Harmonic_H36 V3/V31 ,Harmonic_H35 V3/V31 ,Harmonic_H34 V3/V31 ,Harmonic_H33 V3/V31 ,Harmonic_H32 V3/V31 ,Harmonic_H31 V3/V31 ,Harmonic_H30 V3/V31 ,Harmonic_H29 V3/V31 ,Harmonic_H28 V3/V31 ,Harmonic_H27 V3/V31 ,Harmonic_H26 V3/V31 ,Harmonic_H25 V3/V31 ,Harmonic_H24 V3/V31 ,Harmonic_H23 V3/V31 ,Harmonic_H22 V3/V31 ,Harmonic_H21 V3/V31 ,Harmonic_H20 V3/V31 ,Harmonic_H19 V3/V31 ,Harmonic_H18 V3/V31 ,Harmonic_H17 V3/V31 ,Harmonic_H16 V3/V31 ,Harmonic_H15 V3/V31 ,Harmonic_H14 V3/V31 ,Harmonic_H13 V3/V31 ,Harmonic_H12 V3/V31 ,Harmonic_H11 V3/V31 ,Harmonic_H10 V3/V31 ,Harmonic_H09 V3/V31 ,Harmonic_H08 V3/V31 ,Harmonic_H07 V3/V31 ,Harmonic_H06 V3/V31 ,Harmonic_H05 V3/V31 ,Harmonic_H04 V3/V31 ,Harmonic_H03 V3/V31 ,Harmonic_H02 V3/V31 ,Harmonic_H01 V3/V31 ,Harmonic_H40 V2/V23 ,Harmonic_H39 V2/V23 ,Harmonic_H38 V2/V23 ,Harmonic_H37 V2/V23 ,Harmonic_H36 V2/V23 ,Harmonic_H35 V2/V23 ,Harmonic_H34 V2/V23 ,Harmonic_H33 V2/V23 ,Harmonic_H32 V2/V23 ,Harmonic_H31 V2/V23 ,Harmonic_H30 V2/V23 ,Harmonic_H29 V2/V23 ,Harmonic_H28 V2/V23 ,Harmonic_H27 V2/V23 ,Harmonic_H26 V2/V23 ,Harmonic_H25 V2/V23 ,Harmonic_H24 V2/V23 ,Harmonic_H23 V2/V23 ,Harmonic_H22 V2/V23 ,Harmonic_H21 V2/V23 ,Harmonic_H20 V2/V23 ,Harmonic_H19 V2/V23 ,Harmonic_H18 V2/V23 ,Harmonic_H17 V2/V23 ,Harmonic_H16 V2/V23 ,Harmonic_H15 V2/V23 ,Harmonic_H14 V2/V23 ,Harmonic_H13 V2/V23 ,Harmonic_H12 V2/V23 ,Harmonic_H11 V2/V23 ,Harmonic_H10 V2/V23 ,Harmonic_H09 V2/V23 ,Harmonic_H08 V2/V23 ,Harmonic_H07 V2/V23 ,Harmonic_H06 V2/V23 ,Harmonic_H05 V2/V23 ,Harmonic_H04 V2/V23 ,Harmonic_H03 V2/V23 ,Harmonic_H02 V2/V23 ,Harmonic_H01 V2/V23 ,Harmonic_H40_V1/V13,Harmonic_H39_V1/V12 ,Harmonic_H38_V1/V12 ,Harmonic_H37_V1/V12 ,Harmonic_H36_V1/V12 ,Harmonic_H35_V1/V12 ,Harmonic_H34_V1/V12 ,Harmonic_H33_V1/V12 ,Harmonic_H32_V1/V12 ,Harmonic_H31_V1/V12 ,Harmonic_H30_V1/V12 ,Harmonic_H29_V1/V12 ,Harmonic_H28_V1/V12 ,Harmonic_H27_V1/V12 ,Harmonic_H26_V1/V12 ,Harmonic_H25_V1/V12 ,Harmonic_H24_V1/V12 ,Harmonic_H23_V1/V12 ,Harmonic_H22_V1/V12 ,Harmonic_H21_V1/V12 ,Harmonic_H20_V1/V12 ,Harmonic_H19_V1/V12 ,Harmonic_H18_V1/V12 ,Harmonic_H17_V1/V12 ,Harmonic_H16_V1/V12 ,Harmonic_H15_V1/V12 ,Harmonic_H14_V1/V12 ,Harmonic_H13_V1/V12 ,Harmonic_H12_V1/V12 ,Harmonic_H11_V1/V12 ,Harmonic_H10_V1/V12 ,Harmonic_H09_V1/V12 ,Harmonic_H08_V1/V12 ,Harmonic_H07_V1/V12 ,Harmonic_H06_V1/V12 ,Harmonic_H05_V1/V12 ,Harmonic_H04_V1/V12 ,Harmonic_H03_V1/V12 ,Harmonic_H02_V1/V12 ,Harmonic_H01_V1/V12 ,Not_used_UINT32,kvar_export_predicted,kW_export_predicted,kvar_export_accumulated,kW_export_accumulated,kvar_export_sliding,kW_export_sliding,kVA_sliding_window,kvar_import_sliding,kW_import_sliding,kVA_block_demand,kvar_import_block,kW_import_block,I3_Ampere_demand,I2_Ampere_demand,I1_Ampere_demand,V3/V31_Volt_demand,V2/V23_Volt_demand,V1/V12_Volt_demand,Current_unbalance_0-3000,Voltage_unbalance_0-3000,Frequency_0-Fmax_×0.01Hz,In_(neutral)_Current,Not_used_UINT32,V31_Voltage_0-Vmax,V23_Voltage_0-Vmax,V12_Voltage_0-Vmax,I3_Current_TDD,I2_Current_TDD,I1_Current_TDD,I3_K-Factor_2958374,I2_K-Factor_2958374,I1_K-Factor_2958374,I3_Current_THD,I2_Current_THD,I1_Current_THD,V3/V31_Voltage_THD,V2/V23_Voltage_THD,V1/V12_Voltage_THD,Power_factor_L3,Power_factor_L2,Power_factor_L1,kVA_L3_0-Pmax,kVA_L2_0-Pmax,kVA_L1_0-Pmax,kvar_L3_,kvar_L2_,kvar_L1_,kW_L3_,kW_L2_,kW_L1_,I3_Current_0-Imax,I2_Current_0-Imax,I1_Current_0-Imax,V3/V31_Voltage_0-Vmax,V2/V23_Voltage_0-Vmax,V1/V12_Voltage_0-Vmax,Modem,Modem,AI,AI,AI,AI,AI,AI,AI,AI,DI,DI,DI,DI,DI,DI,DI,DI,in,cos,cos,kW/h,i3,i2,i1,v3,v2,v1,kW,kW
2020-09-14 00:00:00,89972010419030360857,27,93,122,54,57,48,52,56,47,16,6,6,207,206,208,405,487,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,25,0,79,0,0,0,118,0,48,0,132,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,33,0,63,0,0,0,106,0,84,0,92,47,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,21,0,52,0,0,0,76,0,71,0,97,61,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,21,0,57,0,63,0,57,0,36,0,187,0,117,0,103,0,189,0,886,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,21,0,56,0,63,0,56,0,40,0,193,0,116,0,100,0,189,0,886,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,23,0,59,0,63,0,64,0,52,0,208,0,129,0,185,0,311,0,994,0,10000,0,0,0,0,0,0,0,158,156,26,158,156,26,208,207,209,405,405,405,0,5003,0,0,0,406,406,405,8,6,7,10,10,10,19,15,18,19,94,109,274,93,122,55,57,48,53,57,47,15,5,6,210,208,210,405,405,405,89972010419030360550,21,0,0,0,0,0,0,-24.12723041117145,-238.35403726708074,False,False,False,False,False,False,False,False,Com Err,Com Err,Com Err,Com Err,Com Err,Com Err,Com Err,Com Err,Com Err,Com Err,Com Err,Com Err
2020-09-13 23:59:00,89972010419030360857,27,93,122,54,57,48,52,56,47,16,6,6,207,206,208,405,487,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,108,0,43,20,122,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,31,0,0,0,118,0,72,0,91,34,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,20,0,32,0,0,0,87,0,88,0,73,35,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,54,0,60,0,55,0,39,0,187,0,116,0,101,0,190,0,885,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,59,0,58,0,57,0,36,0,186,0,117,0,103,0,189,0,885,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,23,0,57,0,61,0,63,0,50,0,210,0,133,0,188,0,314,0,999,0,10000,0,0,0,0,0,0,0,158,156,26,158,156,26,208,207,209,405,405,405,0,4999,0,0,0,405,405,405,8,6,7,10,10,10,19,15,18,19,94,109,272,95,121,55,57,48,53,57,47,15,5,6,269,84,115,55,57,405,89972010419030360550,21,0,0,0,0,0,0,-24.12723041117145,-238.35403726708074,False,False,False,False,False,False,False,False,Com Err,Com Err,Com Err,Com Err,Com Err,Com Err,Com Err,Com Err,Com Err,Com Err,Com Err,Com Err
2020-09-13 23:58:00,89972010419030360857,27,94,118,55,57,48,53,57,47,16,6,6,211,208,211,406,488,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,23,0,60,0,0,0,89,0,42,0,128,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,108,0,80,0,104,93,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,0,0,0,24,0,66,0,0,0,124,0,67,0,97,62,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,21,0,56,0,64,0,51,0,44,0,185,0,113,0,94,0,192,0,885,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,22,0,56,0,63,0,52,0,43,0,186,0,113,0,93,0,192,0,885,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,26,0,61,0,60,0,59,0,53,0,206,0,128,0,182,0,317,0,990,0,10000,0,0,0,0,0,0,0,158,156,26,158,156,26,208,207,209,405,405,405,0,5004,0,0,0,406,406,406,8,6,7,10,10,10,19,15,18,19,94,109,272,95,121,55,57,48,53,57,47,15,5,6,210,209,209,405,405,405,89972010419030360550,21,0,0,0,0,0,0,-24.12723041117145,-238.35403726708074,False,False,False,False,False,False,False,False,Com Err,Com Err,Com Err,Com Err,Com Err,Com Err,Com Err,Com Err,Com Err,Com Err,Com Err,Com Err
2020-09-13 23:57:00,89972010419030360857,27,105,130,54,57,47,52,56,47,16,6,6,210,208,210,406,487,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,31,0,0,0,31,0,61,0,0,0,108,0,59,0,139,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,30,0,41,0,0,0,94,0,82,0,104,57,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,119,0,63,0,103,72,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,22,0,54,0,56,0,46,0,43,0,195,0,115,0,92,0,192,0,883,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,22,0,53,0,55,0,48,0,41,0,195,0,116,0,93,0,191,0,886,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,23,0,52,0,53,0,59,0,52,0,213,0,129,0,179,0,317,0,987,0,10000,0,0,0,0,0,0,0,158,156,26,158,156,26,208,207,209,405,405,405,0,5004,0,0,0,406,406,406,8,6,8,10,10,10,20,15,19,19,94,108,274,96,120,55,57,48,53,57,47,15,5,6,210,207,210,405,405,405,89972010419030360550,21,0,0,0,0,0,0,-24.12723041117145,-238.35403726708074,False,False,False,False,False,False,False,False,Com Err,Com Err,Com Err,Com Err,Com Err,Com Err,Com Err,Com Err,Com Err,Com Err,Com Err,Com Err
2020-09-13 23:56:00,89972010419030360857,27,79,108,55,57,48,52,57,47,15,6,6,209,207,209,405,486,431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,21,0,68,0,0,0,131,0,54,0,133,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,28,0,78,0,0,0,125,0,69,0,106,106,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,29,0,58,0,0,0,122,0,62,0,106,47,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,20,0,46,0,54,0,47,0,41,0,195,0,113,0,92,0,192,0,884,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,22,0,50,0,57,0,47,0,44,0,196,0,115,0,95,0,191,0,883,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,23,0,50,0,49,0,55,0,55,0,213,0,130,0,178,0,312,0,989,0,10000,0,0,0,0,0,0,0,158,156,26,158,156,26,208,207,209,405,405,405,0,5002,0,0,0,405,405,405,8,6,8,10,10,10,20,16,19,19,94,109,274,95,122,55,57,47,52,57,47,15,5,6,208,207,209,405,405,405,89972010419030360550,21,0,0,0,0,0,0,-24.12723041117145,-238.35403726708074,False,False,False,False,False,False,False,False,Com Err,Com Err,Com Err,Com Err,Com Err,Com Err,Com Err,Com Err,Com Err,Com Err,Com Err,Com Err
2020-09-13 23:55:00,89972010419030360857,27,87,118,55,57,48,52,56,47,15,5,6,208,207,209,405,487,431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,79,0,0,0,84,0,45,0,126,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,29,0,43,0,0,0,86,0,82,0,85,83,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,126,0,64,0,102,71,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,27,0,53,0,60,0,50,0,39,0,187,0,114,0,98,0,189,0,888,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,26,0,54,0,55,0,48,0,40,0,189,0,113,0,95,0,190,0,884,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,28,0,63,0,47,0,60,0,53,0,207,0,126,0,180,0,313,0,990,0,10000,0,0,0,0,0,0,0,158,156,26,158,156,26,208,207,209,405,405,405,0,5001,0,0,0,405,405,405,8,6,7,10,10,10,20,16,19,19,94,109,274,94,123,54,57,48,53,57,47,15,5,6,209,207,210,405,405,405,89972010419030360550,21,0,0,0,0,0,0,-24.12723041117145,-238.35403726708074,False,False,False,False,False,False,False,False,Com Err,Com Err,Com Err,Com Err,Com Err,Com Err,Com Err,Com Err,Com Err,Com Err,Com Err,Com Err
2020-09-13 23:54:00,89972010419030360857,27,95,126,54,57,47,52,56,47,15,6,6,207,206,208,405,486,431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,35,0,79,0,0,0,105,0,53,0,128,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,33,0,88,0,0,0,114,0,73,0,86,74,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,38,0,71,0,0,0,105,0,83,0,88,75,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,43,0,34,0,54,0,38,0,211,0,121,0,102,0,186,0,885,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,45,0,53,0,50,0,41,0,201,0,118,0,101,0,187,0,881,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,28,0,63,0,47,0,60,0,53,0,207,0,126,0,180,0,313,0,990,0,10000,0,0,0,0,0,0,0,157,155,26,157,155,26,207,206,207,404,404,404,0,4996,0,0,0,405,405,405,8,6,7,10,10,10,20,16,18,19,94,109,271,94,123,55,57,48,53,57,47,15,5,6,209,208,210,405,405,405,89972010419030360550,21,0,0,0,0,0,0,-24.12723041117145,-238.35403726708074,False,False,False,False,False,False,False,False,Com Err,Com Err,Com Err,Com Err,Com Err,Com Err,Com Err,Com Err,Com Err,Com Err,Com Err,Com Err
2020-09-13 23:53:00,89972010419030360857,27,87,120,54,57,47,52,57,48,14,4,5,208,207,210,405,486,431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,27,0,54,0,0,0,98,0,22,0,108,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,25,0,80,0,0,0,124,0,64,0,91,46,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,43,0,34,0,54,0,38,0,211,0,121,0,102,0,186,0,885,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,45,0,53,0,50,0,41,0,201,0,118,0,101,0,187,0,881,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,43,0,46,0,56,0,55,0,226,0,130,0,184,0,313,0,991,0,10000,0,0,0,0,0,0,0,157,155,26,157,155,26,207,206,207,404,404,404,0,4999,0,0,0,405,405,405,8,6,7,10,10,10,20,16,18,19,94,109,274,91,125,54,57,48,52,57,47,15,5,6,207,207,210,405,405,405,89972010419030360550,21,0,0,0,0,0,0,-24.12723041117145,-238.35403726708074,False,False,False,False,False,False,False,False,Com Err,Com Err,Com Err,Com Err,Com Err,Com Err,Com Err,Com Err,Com Err,Com Err,Com Err,Com Err
2020-09-13 23:52:00,89972010419030360857,27,98,126,54,57,47,52,56,47,16,6,6,207,205,208,405,487,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,26,0,88,0,0,0,86,0,42,0,115,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,25,0,80,0,0,0,124,0,64,0,91,46,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,80,0,0,0,91,0,93,0,73,86,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,46,0,47,0,51,0,40,0,202,0,117,0,99,0,188,0,881,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,47,0,47,0,48,0,40,0,202,0,118,0,100,0,187,0,883,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,41,0,50,0,59,0,53,0,225,0,130,0,184,0,310,0,991,0,10000,0,0,0,0,0,0,0,157,155,26,157,155,26,207,206,207,404,404,404,0,5002,0,0,0,405,405,405,8,6,8,10,10,10,20,15,19,19,94,108,274,93,122,55,57,48,52,57,47,15,5,6,209,207,210,405,405,405,89972010419030360550,21,0,0,0,0,0,0,-24.12723041117145,-238.35403726708074,False,False,False,False,False,False,False,False,Com Err,Com Err,Com Err,Com Err,Com Err,Com Err,Com Err,Com Err,Com Err,Com Err,Com Err,Com Err
2020-09-13 23:51:00,89972010419030360857,27,98,126,54,57,47,52,56,47,16,6,6,207,205,208,405,487,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,26,0,78,0,0,0,85,0,30,0,126,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,78,0,67,0,85,53,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,81,0,85,0,92,96,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,46,0,48,0,50,0,45,0,200,0,119,0,101,0,191,0,880,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,20,0,44,0,48,0,47,0,47,0,201,0,121,0,100,0,190,0,882,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,22,0,41,0,44,0,53,0,55,0,220,0,132,0,186,0,314,0,987,0,10000,0,0,0,0,0,0,0,157,155,26,157,155,26,207,206,207,404,404,404,0,5004,0,0,0,405,405,405,8,7,8,10,10,10,21,16,19,19,94,109,273,95,123,54,57,47,52,57,47,15,5,6,208,207,209,405,405,405,89972010419030360550,21,0,0,0,0,0,0,-24.12723041117145,-238.35403726708074,False,False,False,False,False,False,False,False,Com Err,Com Err,Com Err,Com Err,Com Err,Com Err,Com Err,Com Err,Com Err,Com Err,Com Err,Com Err
