,V1/V12_Voltage_0-Vmax
2021-02-24 04:00:00,407.0
2021-02-24 03:59:00,407.0
2021-02-24 03:58:00,407.0
2021-02-24 03:57:00,407.0
2021-02-24 03:56:00,408.0
2021-02-24 03:55:00,408.0
2021-02-24 03:54:00,408.0
2021-02-24 03:53:00,408.0
2021-02-24 03:52:00,408.0
2021-02-24 03:51:00,408.0
2021-02-24 03:50:00,408.0
2021-02-24 03:49:00,408.0
2021-02-24 03:48:00,408.0
2021-02-24 03:47:00,408.0
2021-02-24 03:46:00,408.0
2021-02-24 03:45:00,407.0
2021-02-24 03:44:00,407.0
2021-02-24 03:43:00,408.0
2021-02-24 03:42:00,408.0
2021-02-24 03:41:00,408.0
2021-02-24 03:40:00,408.0
2021-02-24 03:39:00,406.0
2021-02-24 03:38:00,406.0
2021-02-24 03:37:00,407.0
2021-02-24 03:36:00,407.0
2021-02-24 03:35:00,407.0
2021-02-24 03:34:00,408.0
2021-02-24 03:33:00,408.0
2021-02-24 03:32:00,408.0
2021-02-24 03:31:00,407.0
2021-02-24 03:30:00,407.0
2021-02-24 03:29:00,407.0
2021-02-24 03:28:00,406.0
2021-02-24 03:27:00,406.0
2021-02-24 03:26:00,407.0
2021-02-24 03:25:00,406.0
2021-02-24 03:24:00,406.0
2021-02-24 03:23:00,408.0
2021-02-24 03:22:00,406.0
2021-02-24 03:21:00,406.0
2021-02-24 03:20:00,406.0
2021-02-24 03:19:00,406.0
2021-02-24 03:18:00,406.0
2021-02-24 03:17:00,407.0
2021-02-24 03:16:00,407.0
2021-02-24 03:15:00,407.0
2021-02-24 03:14:00,408.0
2021-02-24 03:13:00,406.0
2021-02-24 03:12:00,407.0
2021-02-24 03:11:00,408.0
2021-02-24 03:10:00,406.0
2021-02-24 03:09:00,406.0
2021-02-24 03:08:00,406.0
2021-02-24 03:07:00,406.0
2021-02-24 03:06:00,406.0
2021-02-24 03:05:00,406.0
2021-02-24 03:04:00,407.0
2021-02-24 03:03:00,406.0
2021-02-24 03:02:00,408.0
2021-02-24 03:01:00,408.0
2021-02-24 03:00:00,408.0
