,V1/V12_Voltage_0-Vmax
2021-02-20 15:00:00,409.0
2021-02-20 14:59:00,409.0
2021-02-20 14:58:00,409.0
2021-02-20 14:57:00,409.0
2021-02-20 14:56:00,409.0
2021-02-20 14:55:00,409.0
2021-02-20 14:54:00,409.0
2021-02-20 14:53:00,409.0
2021-02-20 14:52:00,409.0
2021-02-20 14:51:00,409.0
2021-02-20 14:50:00,409.0
2021-02-20 14:49:00,409.0
2021-02-20 14:48:00,410.0
2021-02-20 14:47:00,410.0
2021-02-20 14:46:00,410.0
2021-02-20 14:45:00,409.0
2021-02-20 14:44:00,409.0
2021-02-20 14:43:00,409.0
2021-02-20 14:42:00,409.0
2021-02-20 14:41:00,409.0
2021-02-20 14:40:00,409.0
2021-02-20 14:39:00,408.0
2021-02-20 14:38:00,408.0
2021-02-20 14:37:00,408.0
2021-02-20 14:36:00,408.0
2021-02-20 14:35:00,408.0
2021-02-20 14:34:00,408.0
2021-02-20 14:33:00,408.0
2021-02-20 14:32:00,408.0
2021-02-20 14:31:00,408.0
2021-02-20 14:30:00,408.0
2021-02-20 14:29:00,408.0
2021-02-20 14:28:00,408.0
2021-02-20 14:27:00,408.0
2021-02-20 14:26:00,408.0
2021-02-20 14:25:00,407.0
2021-02-20 14:24:00,407.0
2021-02-20 14:23:00,408.0
2021-02-20 14:22:00,408.0
2021-02-20 14:21:00,408.0
2021-02-20 14:20:00,408.0
2021-02-20 14:19:00,407.0
2021-02-20 14:18:00,408.0
2021-02-20 14:17:00,408.0
2021-02-20 14:16:00,408.0
2021-02-20 14:15:00,408.0
2021-02-20 14:14:00,407.0
2021-02-20 14:13:00,408.0
2021-02-20 14:12:00,408.0
2021-02-20 14:11:00,408.0
2021-02-20 14:10:00,407.0
2021-02-20 14:09:00,407.0
2021-02-20 14:08:00,407.0
2021-02-20 14:07:00,408.0
2021-02-20 14:06:00,408.0
2021-02-20 14:05:00,407.0
2021-02-20 14:04:00,408.0
2021-02-20 14:03:00,408.0
2021-02-20 14:02:00,408.0
2021-02-20 14:01:00,408.0
2021-02-20 14:00:00,409.0
