,V1/V12_Voltage_0-Vmax
2021-02-23 17:00:00,402.0
2021-02-23 16:59:00,402.0
2021-02-23 16:58:00,402.0
2021-02-23 16:57:00,402.0
2021-02-23 16:56:00,402.0
2021-02-23 16:55:00,403.0
2021-02-23 16:54:00,402.0
2021-02-23 16:53:00,403.0
2021-02-23 16:52:00,403.0
2021-02-23 16:51:00,402.0
2021-02-23 16:50:00,402.0
2021-02-23 16:49:00,402.0
2021-02-23 16:48:00,402.0
2021-02-23 16:47:00,402.0
2021-02-23 16:46:00,403.0
2021-02-23 16:45:00,403.0
2021-02-23 16:44:00,403.0
2021-02-23 16:43:00,403.0
2021-02-23 16:42:00,403.0
2021-02-23 16:41:00,403.0
2021-02-23 16:40:00,403.0
2021-02-23 16:39:00,403.0
2021-02-23 16:38:00,403.0
2021-02-23 16:37:00,403.0
2021-02-23 16:36:00,403.0
2021-02-23 16:35:00,403.0
2021-02-23 16:34:00,403.0
2021-02-23 16:33:00,403.0
2021-02-23 16:32:00,403.0
2021-02-23 16:31:00,403.0
2021-02-23 16:30:00,403.0
2021-02-23 16:29:00,403.0
2021-02-23 16:28:00,403.0
2021-02-23 16:27:00,403.0
2021-02-23 16:26:00,403.0
2021-02-23 16:25:00,402.0
2021-02-23 16:24:00,402.0
2021-02-23 16:23:00,402.0
2021-02-23 16:22:00,402.0
2021-02-23 16:21:00,402.0
2021-02-23 16:20:00,402.0
2021-02-23 16:19:00,402.0
2021-02-23 16:18:00,403.0
2021-02-23 16:17:00,402.0
2021-02-23 16:16:00,402.0
2021-02-23 16:15:00,402.0
2021-02-23 16:14:00,402.0
2021-02-23 16:13:00,402.0
2021-02-23 16:12:00,402.0
2021-02-23 16:11:00,403.0
2021-02-23 16:10:00,402.0
2021-02-23 16:09:00,403.0
2021-02-23 16:08:00,0.0
2021-02-23 16:07:00,403.0
2021-02-23 16:06:00,402.0
2021-02-23 16:05:00,403.0
2021-02-23 16:04:00,403.0
2021-02-23 16:03:00,403.0
2021-02-23 16:02:00,403.0
2021-02-23 16:01:00,402.0
2021-02-23 16:00:00,402.0
