,V1/V12_Voltage_0-Vmax
2021-02-22 19:00:00,402.0
2021-02-22 18:59:00,402.0
2021-02-22 18:58:00,402.0
2021-02-22 18:57:00,402.0
2021-02-22 18:56:00,402.0
2021-02-22 18:55:00,402.0
2021-02-22 18:54:00,403.0
2021-02-22 18:53:00,403.0
2021-02-22 18:52:00,403.0
2021-02-22 18:51:00,403.0
2021-02-22 18:50:00,403.0
2021-02-22 18:49:00,403.0
2021-02-22 18:48:00,403.0
2021-02-22 18:47:00,403.0
2021-02-22 18:46:00,403.0
2021-02-22 18:45:00,403.0
2021-02-22 18:44:00,403.0
2021-02-22 18:43:00,403.0
2021-02-22 18:42:00,403.0
2021-02-22 18:41:00,403.0
2021-02-22 18:40:00,403.0
2021-02-22 18:39:00,403.0
2021-02-22 18:38:00,403.0
2021-02-22 18:37:00,403.0
2021-02-22 18:36:00,403.0
2021-02-22 18:35:00,403.0
2021-02-22 18:34:00,403.0
2021-02-22 18:33:00,403.0
2021-02-22 18:32:00,403.0
2021-02-22 18:31:00,403.0
2021-02-22 18:30:00,404.0
2021-02-22 18:29:00,404.0
2021-02-22 18:28:00,403.0
2021-02-22 18:27:00,404.0
2021-02-22 18:26:00,404.0
2021-02-22 18:25:00,404.0
2021-02-22 18:24:00,404.0
2021-02-22 18:23:00,404.0
2021-02-22 18:22:00,404.0
2021-02-22 18:21:00,404.0
2021-02-22 18:20:00,404.0
2021-02-22 18:19:00,404.0
2021-02-22 18:18:00,404.0
2021-02-22 18:17:00,404.0
2021-02-22 18:16:00,404.0
2021-02-22 18:15:00,404.0
2021-02-22 18:14:00,404.0
2021-02-22 18:13:00,404.0
2021-02-22 18:12:00,404.0
2021-02-22 18:11:00,404.0
2021-02-22 18:10:00,405.0
2021-02-22 18:09:00,404.0
2021-02-22 18:08:00,404.0
2021-02-22 18:07:00,404.0
2021-02-22 18:06:00,404.0
2021-02-22 18:05:00,404.0
2021-02-22 18:04:00,404.0
2021-02-22 18:03:00,404.0
2021-02-22 18:02:00,404.0
2021-02-22 18:01:00,404.0
2021-02-22 18:00:00,404.0
