,V1/V12_Voltage_0-Vmax
2021-02-23 10:00:00,402.0
2021-02-23 09:59:00,402.0
2021-02-23 09:58:00,402.0
2021-02-23 09:57:00,402.0
2021-02-23 09:56:00,402.0
2021-02-23 09:55:00,402.0
2021-02-23 09:54:00,402.0
2021-02-23 09:53:00,402.0
2021-02-23 09:52:00,402.0
2021-02-23 09:51:00,402.0
2021-02-23 09:50:00,401.0
2021-02-23 09:49:00,401.0
2021-02-23 09:48:00,401.0
2021-02-23 09:47:00,402.0
2021-02-23 09:46:00,402.0
2021-02-23 09:45:00,402.0
2021-02-23 09:44:00,402.0
2021-02-23 09:43:00,402.0
2021-02-23 09:42:00,402.0
2021-02-23 09:41:00,402.0
2021-02-23 09:40:00,402.0
2021-02-23 09:39:00,402.0
2021-02-23 09:38:00,402.0
2021-02-23 09:37:00,402.0
2021-02-23 09:36:00,402.0
2021-02-23 09:35:00,402.0
2021-02-23 09:34:00,402.0
2021-02-23 09:33:00,402.0
2021-02-23 09:32:00,402.0
2021-02-23 09:31:00,402.0
2021-02-23 09:30:00,402.0
2021-02-23 09:29:00,402.0
2021-02-23 09:28:00,402.0
2021-02-23 09:27:00,402.0
2021-02-23 09:26:00,402.0
2021-02-23 09:25:00,402.0
2021-02-23 09:24:00,402.0
2021-02-23 09:23:00,402.0
2021-02-23 09:22:00,402.0
2021-02-23 09:21:00,402.0
2021-02-23 09:20:00,402.0
2021-02-23 09:19:00,402.0
2021-02-23 09:18:00,402.0
2021-02-23 09:17:00,402.0
2021-02-23 09:16:00,402.0
2021-02-23 09:15:00,402.0
2021-02-23 09:14:00,402.0
2021-02-23 09:13:00,401.0
2021-02-23 09:12:00,402.0
2021-02-23 09:11:00,402.0
2021-02-23 09:10:00,402.0
2021-02-23 09:09:00,402.0
2021-02-23 09:08:00,402.0
2021-02-23 09:07:00,402.0
2021-02-23 09:06:00,402.0
2021-02-23 09:05:00,401.0
2021-02-23 09:04:00,402.0
2021-02-23 09:03:00,402.0
2021-02-23 09:02:00,402.0
2021-02-23 09:01:00,402.0
2021-02-23 09:00:00,402.0
