,V1/V12_Voltage_0-Vmax
2021-02-22 21:00:00,405.0
2021-02-22 20:59:00,404.0
2021-02-22 20:58:00,404.0
2021-02-22 20:57:00,404.0
2021-02-22 20:56:00,405.0
2021-02-22 20:55:00,404.0
2021-02-22 20:54:00,404.0
2021-02-22 20:53:00,404.0
2021-02-22 20:52:00,404.0
2021-02-22 20:51:00,404.0
2021-02-22 20:50:00,404.0
2021-02-22 20:49:00,404.0
2021-02-22 20:48:00,404.0
2021-02-22 20:47:00,404.0
2021-02-22 20:46:00,404.0
2021-02-22 20:45:00,404.0
2021-02-22 20:44:00,404.0
2021-02-22 20:43:00,404.0
2021-02-22 20:42:00,404.0
2021-02-22 20:41:00,404.0
2021-02-22 20:40:00,404.0
2021-02-22 20:39:00,404.0
2021-02-22 20:38:00,404.0
2021-02-22 20:37:00,403.0
2021-02-22 20:36:00,403.0
2021-02-22 20:35:00,403.0
2021-02-22 20:34:00,403.0
2021-02-22 20:33:00,403.0
2021-02-22 20:32:00,403.0
2021-02-22 20:31:00,403.0
2021-02-22 20:30:00,403.0
2021-02-22 20:29:00,403.0
2021-02-22 20:28:00,403.0
2021-02-22 20:27:00,403.0
2021-02-22 20:26:00,403.0
2021-02-22 20:25:00,403.0
2021-02-22 20:24:00,403.0
2021-02-22 20:23:00,403.0
2021-02-22 20:22:00,403.0
2021-02-22 20:21:00,403.0
2021-02-22 20:20:00,403.0
2021-02-22 20:19:00,403.0
2021-02-22 20:18:00,403.0
2021-02-22 20:17:00,403.0
2021-02-22 20:16:00,403.0
2021-02-22 20:15:00,403.0
2021-02-22 20:14:00,403.0
2021-02-22 20:13:00,403.0
2021-02-22 20:12:00,403.0
2021-02-22 20:11:00,403.0
2021-02-22 20:10:00,403.0
2021-02-22 20:09:00,403.0
2021-02-22 20:08:00,403.0
2021-02-22 20:07:00,403.0
2021-02-22 20:06:00,403.0
2021-02-22 20:05:00,403.0
2021-02-22 20:04:00,403.0
2021-02-22 20:03:00,403.0
2021-02-22 20:02:00,403.0
2021-02-22 20:01:00,403.0
2021-02-22 20:00:00,402.0
