,V1/V12_Voltage_0-Vmax
2021-02-19 11:00:00,402.0
2021-02-19 10:59:00,403.0
2021-02-19 10:58:00,403.0
2021-02-19 10:57:00,403.0
2021-02-19 10:56:00,403.0
2021-02-19 10:55:00,403.0
2021-02-19 10:54:00,403.0
2021-02-19 10:53:00,403.0
2021-02-19 10:52:00,402.0
2021-02-19 10:51:00,403.0
2021-02-19 10:50:00,403.0
2021-02-19 10:49:00,403.0
2021-02-19 10:48:00,403.0
2021-02-19 10:47:00,404.0
2021-02-19 10:46:00,403.0
2021-02-19 10:45:00,403.0
2021-02-19 10:44:00,404.0
2021-02-19 10:43:00,402.0
2021-02-19 10:42:00,402.0
2021-02-19 10:41:00,402.0
2021-02-19 10:40:00,403.0
2021-02-19 10:39:00,403.0
2021-02-19 10:38:00,403.0
2021-02-19 10:37:00,403.0
2021-02-19 10:36:00,403.0
2021-02-19 10:35:00,403.0
2021-02-19 10:34:00,403.0
2021-02-19 10:33:00,403.0
2021-02-19 10:32:00,403.0
2021-02-19 10:31:00,403.0
2021-02-19 10:30:00,403.0
2021-02-19 10:29:00,403.0
2021-02-19 10:28:00,403.0
2021-02-19 10:27:00,403.0
2021-02-19 10:26:00,403.0
2021-02-19 10:25:00,403.0
2021-02-19 10:24:00,403.0
2021-02-19 10:23:00,403.0
2021-02-19 10:22:00,403.0
2021-02-19 10:21:00,403.0
2021-02-19 10:20:00,403.0
2021-02-19 10:19:00,403.0
2021-02-19 10:18:00,403.0
2021-02-19 10:17:00,403.0
2021-02-19 10:16:00,404.0
2021-02-19 10:15:00,404.0
2021-02-19 10:14:00,404.0
2021-02-19 10:13:00,403.0
2021-02-19 10:12:00,403.0
2021-02-19 10:11:00,404.0
2021-02-19 10:10:00,404.0
2021-02-19 10:09:00,404.0
2021-02-19 10:08:00,403.0
2021-02-19 10:07:00,404.0
2021-02-19 10:06:00,404.0
2021-02-19 10:05:00,405.0
2021-02-19 10:04:00,405.0
2021-02-19 10:03:00,405.0
2021-02-19 10:02:00,405.0
2021-02-19 10:01:00,405.0
2021-02-19 10:00:00,405.0
